id,sentiment,positive,negative,neutral
12756,Negative,0,1,1
12757,Neutral,0,0,4
12758,Negative,0,1,1
12759,Positive,1,0,0
12760,Negative,0,4,1
12761,Neutral,0,0,1
12762,Positive,1,0,4
12763,Positive,1,0,4
12764,Positive,3,0,1
12765,Neutral,0,0,2
12766,Negative,0,1,2
12767,Neutral,0,0,2
12768,Negative,0,1,0
12769,Negative,0,1,0
12770,Mixed,1,1,3
12771,Neutral,0,0,1
12772,Mixed,2,2,0
12773,Negative,0,1,1
12774,Negative,0,1,1
12775,Neutral,0,0,1
12776,Mixed,1,1,1
12777,Negative,0,1,1
12778,Negative,0,2,2
12779,Neutral,0,0,1
12780,Neutral,0,0,5
12781,Neutral,0,0,2
12782,Negative,0,4,1
12783,Neutral,0,0,3
12784,Positive,1,0,1
12785,Negative,0,1,0
12786,Neutral,0,0,1
12787,Neutral,0,0,1
12788,Neutral,0,0,1
12789,Neutral,0,0,1
12790,Positive,1,0,2
12791,Negative,0,1,0
12792,Positive,1,0,1
12793,Neutral,0,0,1
12794,Positive,3,0,1
12795,Neutral,0,0,1
12796,Neutral,0,0,2
12797,Neutral,0,0,1
12798,Neutral,0,0,1
12799,Neutral,0,0,1
12800,Neutral,0,0,1
12801,Neutral,0,0,1
12802,Neutral,0,0,1
12803,Neutral,0,0,1
12804,Positive,1,0,1
12805,Negative,0,1,0
12806,Neutral,0,0,1
12807,Negative,0,1,1
12808,Neutral,0,0,2
12809,Negative,0,1,0
12810,Negative,0,1,0
12811,Neutral,0,0,1
12812,Negative,0,1,2
12813,Neutral,0,0,1
12814,Neutral,0,0,1
12815,Neutral,0,0,1
12816,Neutral,0,0,1
12817,Neutral,0,0,1
12818,Neutral,0,0,1
12819,Positive,1,0,0
12820,Neutral,0,0,1
12821,Neutral,0,0,1
12822,Neutral,0,0,1
12823,Neutral,0,0,1
12824,Neutral,0,0,1
12825,Neutral,0,0,1
12826,Neutral,0,0,1
12827,Neutral,0,0,1
12828,Positive,1,0,0
12829,Neutral,0,0,1
12830,Neutral,0,0,1
12831,Neutral,0,0,1
12832,Neutral,0,0,1
12833,Neutral,0,0,1
12834,Negative,0,1,0
12835,Mixed,1,1,1
12836,Neutral,0,0,1
12837,Neutral,0,0,2
12838,Negative,0,1,1
12839,Negative,0,1,0
12840,Positive,1,0,1
12841,Negative,0,1,0
12842,Neutral,0,0,1
12843,Neutral,0,0,1
12844,Neutral,0,0,1
12845,Neutral,0,0,1
12846,Neutral,0,0,1
12847,Neutral,0,0,1
12848,Neutral,0,0,1
12849,Negative,0,1,0
12850,Neutral,0,0,1
12851,Neutral,0,0,2
12852,Neutral,0,0,1
12853,Negative,0,1,0
12854,Negative,0,1,0
12855,Neutral,0,0,1
12856,Negative,0,1,0
12857,Negative,0,1,2
12858,Negative,0,1,0
12859,Neutral,0,0,1
12860,Neutral,0,0,1
12861,Neutral,0,0,1
12862,Neutral,0,0,1
12863,Neutral,0,0,1
12864,Neutral,0,0,1
12865,Neutral,0,0,1
12866,Neutral,0,0,1
12867,Negative,0,1,0
12868,Positive,2,0,0
12869,Positive,2,0,1
12870,Negative,0,2,0
12871,Negative,0,1,0
12872,Neutral,0,0,1
12873,Neutral,0,0,1
12874,Neutral,0,0,1
12875,Neutral,0,0,1
12876,Neutral,0,0,1
12877,Neutral,0,0,1
12878,Mixed,1,1,1
12879,Positive,2,0,1
12880,Neutral,0,0,1
12881,Positive,1,0,0
12882,Negative,0,1,1
12883,Neutral,0,0,3
12884,Mixed,1,1,3
12885,Neutral,0,0,1
12886,Neutral,0,0,1
12887,Neutral,0,0,1
12888,Neutral,0,0,4
12889,Negative,0,1,2
12890,Neutral,0,0,1
12891,Neutral,0,0,1
12892,Neutral,0,0,1
12893,Neutral,0,0,1
12894,Mixed,2,1,3
12895,Neutral,0,0,1
12896,Neutral,0,0,1
12897,Neutral,0,0,4
12898,Negative,0,1,0
12899,Neutral,0,0,4
12900,Neutral,0,0,4
12901,Neutral,0,0,5
12902,Neutral,0,0,4
12903,Mixed,1,1,0
12904,Neutral,0,0,4
12905,Neutral,0,0,1
12906,Mixed,1,1,1
12907,Negative,0,1,2
12908,Neutral,0,0,4
12909,Neutral,0,0,2
12910,Neutral,0,0,4
12911,Mixed,2,1,2
12912,Neutral,0,0,1
12913,Neutral,0,0,5
12914,Neutral,0,0,2
12915,Neutral,0,0,1
12916,Neutral,0,0,1
12917,Neutral,0,0,1
12918,Neutral,0,0,4
12919,Neutral,0,0,1
12920,Neutral,0,0,1
12921,Neutral,0,0,1
12922,Neutral,0,0,4
12923,Positive,2,0,0
12924,Neutral,0,0,1
12925,Neutral,0,0,4
12926,Neutral,0,0,1
12927,Neutral,0,0,1
12928,Neutral,0,0,1
12929,Neutral,0,0,1
12930,Neutral,0,0,1
12931,Negative,0,1,0
12932,Negative,0,1,2
12933,Negative,0,1,0
12934,Neutral,0,0,1
12935,Neutral,0,0,2
12936,Negative,0,2,3
12937,Positive,1,0,1
12938,Mixed,1,2,3
12939,Positive,1,0,1
12940,Negative,0,1,1
12941,Positive,1,0,2
12942,Positive,1,0,0
12943,Positive,1,0,0
12944,Positive,2,0,0
12945,Positive,1,0,1
12946,Negative,0,1,4
12947,Positive,1,0,1
12948,Neutral,0,0,1
12949,Neutral,0,0,1
12950,Positive,1,0,0
12951,Positive,1,0,0
12952,Mixed,1,2,0
12953,Positive,1,0,0
12954,Positive,1,0,2
12955,Neutral,0,0,1
12956,Negative,0,1,1
12957,Neutral,0,0,5
12958,Negative,0,1,0
12959,Positive,1,0,1
12960,Positive,1,0,0
12961,Positive,1,0,4
12962,Neutral,0,0,1
12963,Neutral,0,0,3
12964,Negative,0,1,0
12965,Neutral,0,0,2
12966,Neutral,0,0,2
12967,Negative,0,2,1
12968,Negative,0,1,1
12969,Mixed,3,1,1
12970,Neutral,0,0,1
12971,Positive,1,0,0
12972,Positive,1,0,1
12973,Positive,1,0,1
12974,Mixed,1,1,0
12975,Positive,1,0,1
12976,Positive,1,0,3
12977,Neutral,0,0,1
12978,Mixed,1,1,1
12979,Positive,1,0,0
12980,Negative,0,1,1
12981,Neutral,0,0,3
12982,Negative,0,1,1
12983,Negative,0,1,0
12984,Mixed,1,1,0
12985,Negative,0,1,1
12986,Neutral,0,0,1
12987,Positive,1,0,0
12988,Positive,1,0,0
12989,Negative,0,1,0
12990,Neutral,0,0,1
12991,Positive,1,0,0
12992,Neutral,0,0,1
12993,Mixed,1,1,1
12994,Mixed,1,1,0
12995,Negative,0,1,0
12996,Neutral,0,0,1
12997,Positive,1,0,1
12998,Negative,0,1,0
12999,Neutral,0,0,1
13000,Positive,1,0,0
13001,Negative,0,2,2
13002,Negative,0,1,2
13003,Negative,0,1,1
13004,Negative,0,1,1
13005,Neutral,0,0,1
13006,Negative,0,1,1
13007,Negative,0,1,0
13008,Negative,0,1,0
13009,Positive,1,0,1
13010,Neutral,0,0,2
13011,Neutral,0,0,1
13012,Neutral,0,0,1
13013,Negative,0,1,0
13014,Positive,2,0,0
13015,Negative,0,1,0
13016,Positive,1,0,0
13017,Neutral,0,0,1
13018,Neutral,0,0,2
13019,Negative,0,1,0
13020,Negative,0,1,0
13021,Positive,1,0,1
13022,Positive,1,0,0
13023,Positive,1,0,0
13024,Negative,0,1,0
13025,Neutral,0,0,1
13026,Neutral,0,0,1
13027,Neutral,0,0,4
13028,Positive,1,0,0
13029,Negative,0,2,0
13030,Negative,0,1,2
13031,Mixed,1,1,0
13032,Negative,0,1,4
13033,Mixed,1,1,1
13034,Positive,1,0,0
13035,Neutral,0,0,2
13036,Neutral,0,0,3
13037,Negative,0,1,1
13038,Positive,2,0,2
13039,Neutral,0,0,1
13040,Neutral,0,0,1
13041,Neutral,0,0,1
13042,Neutral,0,0,1
13043,Neutral,0,0,1
13044,Neutral,0,0,1
13045,Neutral,0,0,1
13046,Positive,1,0,0
13047,Negative,0,1,5
13048,Positive,1,0,1
13049,Neutral,0,0,1
13050,Neutral,0,0,1
13051,Neutral,0,0,1
13052,Neutral,0,0,1
13053,Negative,0,1,1
13054,Neutral,0,0,3
13055,Neutral,0,0,2
13056,Neutral,0,0,2
13057,Neutral,0,0,1
13058,Neutral,0,0,1
13059,Neutral,0,0,1
13060,Positive,1,0,1
13061,Neutral,0,0,1
13062,Neutral,0,0,1
13063,Neutral,0,0,1
13064,Negative,0,1,1
13065,Neutral,0,0,1
13066,Positive,1,0,0
13067,Negative,0,2,1
13068,Neutral,0,0,1
13069,Negative,0,1,3
13070,Neutral,0,0,1
13071,Neutral,0,0,1
13072,Neutral,0,0,1
13073,Neutral,0,0,1
13074,Neutral,0,0,1
13075,Negative,0,1,2
13076,Neutral,0,0,1
13077,Positive,1,0,2
13078,Neutral,0,0,1
13079,Positive,1,0,3
13080,Neutral,0,0,1
13081,Neutral,0,0,1
13082,Neutral,0,0,1
13083,Neutral,0,0,1
13084,Neutral,0,0,1
13085,Neutral,0,0,2
13086,Neutral,0,0,1
13087,Neutral,0,0,1
13088,Neutral,0,0,1
13089,Negative,0,1,1
13090,Neutral,0,0,1
13091,Positive,1,0,1
13092,Positive,2,0,1
13093,Neutral,0,0,1
13094,Neutral,0,0,1
13095,Neutral,0,0,1
13096,Neutral,0,0,1
13097,Neutral,0,0,1
13098,Neutral,0,0,1
13099,Neutral,0,0,2
13100,Negative,0,1,0
13101,Positive,1,0,1
13102,Neutral,0,0,1
13103,Negative,0,2,0
13104,Neutral,0,0,1
13105,Neutral,0,0,1
13106,Neutral,0,0,1
13107,Neutral,0,0,1
13108,Neutral,0,0,1
13109,Neutral,0,0,1
13110,Negative,0,1,0
13111,Neutral,0,0,1
13112,Negative,0,1,3
13113,Negative,0,2,1
13114,Negative,0,2,1
13115,Negative,0,1,0
13116,Negative,0,1,0
13117,Neutral,0,0,1
13118,Mixed,1,1,0
13119,Positive,1,0,2
13120,Negative,0,1,0
13121,Neutral,0,0,1
13122,Negative,0,1,0
13123,Negative,0,1,0
13124,Positive,1,0,1
13125,Neutral,0,0,2
13126,Negative,0,1,1
13127,Neutral,0,0,2
13128,Negative,0,1,1
13129,Neutral,0,0,1
13130,Mixed,1,1,1
13131,Mixed,1,1,2
13132,Neutral,0,0,2
13133,Positive,1,0,8
13134,Neutral,0,0,1
13135,Neutral,0,0,1
13136,Negative,0,1,1
13137,Neutral,0,0,1
13138,Negative,0,4,4
13139,Positive,1,0,2
13140,Negative,0,1,0
13141,Neutral,0,0,1
13142,Negative,0,1,0
13143,Negative,0,1,1
13144,Negative,0,1,0
13145,Neutral,0,0,4
13146,Neutral,0,0,2
13147,Negative,0,1,0
13148,Mixed,1,1,1
13149,Neutral,0,0,1
13150,Negative,0,1,0
13151,Neutral,0,0,1
13152,Neutral,0,0,1
13153,Positive,1,0,0
13154,Neutral,0,0,1
13155,Neutral,0,0,1
13156,Neutral,0,0,1
13157,Neutral,0,0,1
13158,Neutral,0,0,1
13159,Neutral,0,0,1
13160,Positive,1,0,1
13161,Neutral,0,0,1
13162,Neutral,0,0,4
13163,Neutral,0,0,2
13164,Positive,1,0,0
13165,Positive,1,0,1
13166,Neutral,0,0,1
13167,Neutral,0,0,2
13168,Negative,0,1,1
13169,Neutral,0,0,1
13170,Neutral,0,0,1
13171,Neutral,0,0,1
13172,Neutral,0,0,1
13173,Neutral,0,0,1
13174,Neutral,0,0,1
13175,Positive,1,0,1
13176,Negative,0,1,0
13177,Positive,1,0,1
13178,Neutral,0,0,1
13179,Neutral,0,0,1
13180,Neutral,0,0,1
13181,Negative,0,1,2
13182,Neutral,0,0,1
13183,Neutral,0,0,1
13184,Negative,0,1,0
13185,Negative,0,1,0
13186,Negative,0,1,1
13187,Positive,1,0,1
13188,Neutral,0,0,1
13189,Neutral,0,0,1
13190,Neutral,0,0,3
13191,Positive,1,0,0
13192,Positive,1,0,0
13193,Neutral,0,0,1
13194,Mixed,1,1,2
13195,Positive,1,0,2
13196,Neutral,0,0,1
13197,Neutral,0,0,1
13198,Neutral,0,0,1
13199,Neutral,0,0,1
13200,Neutral,0,0,1
13201,Neutral,0,0,1
13202,Mixed,1,1,1
13203,Negative,0,1,0
13204,Neutral,0,0,1
13205,Positive,1,0,1
13206,Neutral,0,0,1
13207,Neutral,0,0,1
13208,Neutral,0,0,1
13209,Positive,1,0,1
13210,Neutral,0,0,1
13211,Neutral,0,0,1
13212,Neutral,0,0,1
13213,Neutral,0,0,1
13214,Neutral,0,0,1
13215,Neutral,0,0,1
13216,Neutral,0,0,1
13217,Positive,1,0,0
13218,Neutral,0,0,1
13219,Neutral,0,0,1
13220,Negative,0,1,1
13221,Neutral,0,0,2
13222,Positive,1,0,1
13223,Neutral,0,0,2
13224,Negative,0,2,2
13225,Negative,0,1,1
13226,Negative,0,2,4
13227,Mixed,1,2,2
13228,Neutral,0,0,8
13229,Positive,1,0,0
13230,Negative,0,1,1
13231,Neutral,0,0,1
13232,Positive,2,0,0
13233,Positive,2,0,0
13234,Neutral,0,0,1
13235,Neutral,0,0,1
13236,Negative,0,1,1
13237,Positive,1,0,0
13238,Neutral,0,0,1
13239,Neutral,0,0,1
13240,Neutral,0,0,1
13241,Neutral,0,0,1
13242,Neutral,0,0,1
13243,Neutral,0,0,1
13244,Neutral,0,0,1
13245,Positive,3,0,0
13246,Neutral,0,0,1
13247,Neutral,0,0,1
13248,Positive,1,0,1
13249,Positive,2,0,0
13250,Mixed,1,2,2
13251,Neutral,0,0,1
13252,Neutral,0,0,1
13253,Neutral,0,0,1
13254,Neutral,0,0,1
13255,Neutral,0,0,1
13256,Negative,0,1,3
13257,Negative,0,1,1
13258,Positive,1,0,2
13259,Neutral,0,0,1
13260,Neutral,0,0,2
13261,Neutral,0,0,1
13262,Neutral,0,0,1
13263,Neutral,0,0,1
13264,Neutral,0,0,1
13265,Neutral,0,0,3
13266,Neutral,0,0,1
13267,Positive,1,0,0
13268,Neutral,0,0,1
13269,Neutral,0,0,1
13270,Mixed,2,1,1
13271,Neutral,0,0,1
13272,Neutral,0,0,1
13273,Neutral,0,0,1
13274,Neutral,0,0,1
13275,Neutral,0,0,1
13276,Neutral,0,0,1
13277,Neutral,0,0,1
13278,Neutral,0,0,1
13279,Neutral,0,0,3
13280,Positive,1,0,0
13281,Negative,0,1,1
13282,Neutral,0,0,2
13283,Neutral,0,0,1
13284,Neutral,0,0,1
13285,Negative,0,1,0
13286,Neutral,0,0,2
13287,Negative,0,1,1
13288,Positive,1,0,1
13289,Neutral,0,0,1
13290,Neutral,0,0,1
13291,Neutral,0,0,1
13292,Neutral,0,0,1
13293,Neutral,0,0,1
13294,Neutral,0,0,1
13295,Neutral,0,0,1
13296,Neutral,0,0,1
13297,Neutral,0,0,1
13298,Neutral,0,0,1
13299,Neutral,0,0,1
13300,Neutral,0,0,1
13301,Neutral,0,0,1
13302,Positive,1,0,2
13303,Neutral,0,0,1
13304,Neutral,0,0,5
13305,Neutral,0,0,1
13306,Negative,0,1,0
13307,Positive,1,0,0
13308,Positive,1,0,1
13309,Mixed,1,1,2
13310,Neutral,0,0,1
13311,Mixed,1,1,0
13312,Neutral,0,0,2
13313,Neutral,0,0,1
13314,Neutral,0,0,1
13315,Positive,1,0,1
13316,Negative,0,1,1
13317,Mixed,1,1,1
13318,Positive,1,0,2
13319,Mixed,1,1,2
13320,Negative,0,1,10
13321,Negative,0,2,0
13322,Mixed,1,1,0
13323,Positive,1,0,1
13324,Negative,0,1,0
13325,Neutral,0,0,2
13326,Mixed,2,1,0
13327,Positive,1,0,0
13328,Negative,0,1,1
13329,Mixed,1,2,0
13330,Neutral,0,0,2
13331,Negative,0,1,0
13332,Positive,1,0,0
13333,Neutral,0,0,1
13334,Negative,0,1,0
13335,Negative,0,1,1
13336,Negative,0,1,2
13337,Negative,0,1,0
13338,Negative,0,1,0
13339,Mixed,2,1,0
13340,Negative,0,1,3
13341,Positive,1,0,0
13342,Negative,0,1,0
13343,Neutral,0,0,1
13344,Neutral,0,0,1
13345,Neutral,0,0,1
13346,Positive,1,0,1
13347,Neutral,0,0,1
13348,Neutral,0,0,1
13349,Neutral,0,0,1
13350,Positive,1,0,0
13351,Neutral,0,0,1
13352,Neutral,0,0,1
13353,Neutral,0,0,1
13354,Positive,1,0,0
13355,Mixed,1,2,2
13356,Negative,0,1,1
13357,Mixed,2,1,0
13358,Neutral,0,0,2
13359,Negative,0,1,0
13360,Positive,1,0,0
13361,Neutral,0,0,1
13362,Neutral,0,0,2
13363,Neutral,0,0,1
13364,Neutral,0,0,1
13365,Positive,1,0,2
13366,Negative,0,1,3
13367,Positive,1,0,2
13368,Neutral,0,0,3
13369,Neutral,0,0,1
13370,Neutral,0,0,2
13371,Negative,0,1,1
13372,Mixed,1,1,0
13373,Mixed,1,2,2
13374,Negative,0,1,0
13375,Neutral,0,0,2
13376,Negative,0,1,6
13377,Neutral,0,0,3
13378,Neutral,0,0,1
13379,Mixed,1,1,0
13380,Positive,1,0,0
13381,Positive,1,0,0
13382,Positive,1,0,1
13383,Neutral,0,0,4
13384,Mixed,1,1,3
13385,Positive,1,0,4
13386,Negative,0,1,5
13387,Negative,0,2,1
13388,Neutral,0,0,1
13389,Neutral,0,0,2
13390,Negative,0,2,1
13391,Negative,0,2,1
13392,Mixed,1,1,3
13393,Negative,0,2,0
13394,Neutral,0,0,2
13395,Negative,0,1,0
13396,Neutral,0,0,2
13397,Neutral,0,0,1
13398,Positive,1,0,1
13399,Positive,1,0,1
13400,Negative,0,2,1
13401,Neutral,0,0,2
13402,Neutral,0,0,1
13403,Negative,0,1,1
13404,Negative,0,1,1
13405,Neutral,0,0,1
13406,Neutral,0,0,2
13407,Positive,1,0,0
13408,Negative,0,1,0
13409,Neutral,0,0,2
13410,Neutral,0,0,1
13411,Neutral,0,0,1
13412,Neutral,0,0,1
13413,Neutral,0,0,1
13414,Neutral,0,0,1
13415,Neutral,0,0,1
13416,Neutral,0,0,1
13417,Neutral,0,0,1
13418,Negative,0,1,0
13419,Neutral,0,0,1
13420,Neutral,0,0,1
13421,Negative,0,1,0
13422,Negative,0,1,0
13423,Neutral,0,0,1
13424,Neutral,0,0,1
13425,Neutral,0,0,1
13426,Neutral,0,0,1
13427,Neutral,0,0,1
13428,Positive,1,0,0
13429,Neutral,0,0,1
13430,Neutral,0,0,1
13431,Mixed,1,1,0
13432,Neutral,0,0,3
13433,Neutral,0,0,1
13434,Neutral,0,0,1
13435,Neutral,0,0,1
13436,Neutral,0,0,1
13437,Neutral,0,0,1
13438,Neutral,0,0,1
13439,Negative,0,1,0
13440,Negative,0,1,0
13441,Negative,0,1,0
13442,Positive,1,0,0
13443,Neutral,0,0,1
13444,Positive,3,0,5
13445,Positive,2,0,0
13446,Negative,0,1,1
13447,Neutral,0,0,2
13448,Positive,1,0,0
13449,Negative,0,1,0
13450,Negative,0,1,1
13451,Negative,0,1,0
13452,Negative,0,1,0
13453,Negative,0,1,0
13454,Negative,0,2,1
13455,Positive,1,0,1
13456,Neutral,0,0,1
13457,Neutral,0,0,1
13458,Positive,1,0,1
13459,Negative,0,1,1
13460,Neutral,0,0,2
13461,Mixed,4,2,3
13462,Neutral,0,0,1
13463,Neutral,0,0,2
13464,Positive,1,0,0
13465,Negative,0,1,2
13466,Positive,3,0,0
13467,Positive,1,0,2
13468,Mixed,1,3,0
13469,Negative,0,1,1
13470,Neutral,0,0,1
13471,Positive,1,0,1
13472,Mixed,1,1,1
13473,Neutral,0,0,2
13474,Positive,3,0,1
13475,Positive,1,0,4
13476,Neutral,0,0,2
13477,Positive,2,0,0
13478,Negative,0,1,0
13479,Neutral,0,0,2
13480,Neutral,0,0,1
13481,Positive,1,0,0
13482,Negative,0,1,1
13483,Neutral,0,0,1
13484,Negative,0,1,2
13485,Neutral,0,0,1
13486,Positive,1,0,0
13487,Mixed,1,2,0
13488,Positive,2,0,1
13489,Neutral,0,0,1
13490,Positive,1,0,1
13491,Positive,1,0,0
13492,Mixed,1,1,1
13493,Positive,1,0,0
13494,Neutral,0,0,1
13495,Negative,0,2,1
13496,Neutral,0,0,2
13497,Negative,0,1,1
13498,Neutral,0,0,1
13499,Negative,0,1,0
13500,Mixed,1,1,0
13501,Positive,1,0,0
13502,Positive,1,0,3
13503,Negative,0,1,4
13504,Mixed,1,1,0
13505,Neutral,0,0,4
13506,Negative,0,1,0
13507,Neutral,0,0,2
13508,Neutral,0,0,2
13509,Neutral,0,0,1
13510,Neutral,0,0,1
13511,Neutral,0,0,2
13512,Neutral,0,0,1
13513,Neutral,0,0,1
13514,Neutral,0,0,1
13515,Neutral,0,0,1
13516,Negative,0,1,0
13517,Positive,1,0,0
13518,Neutral,0,0,2
13519,Negative,0,1,1
13520,Neutral,0,0,1
13521,Neutral,0,0,1
13522,Positive,1,0,0
13523,Neutral,0,0,1
13524,Negative,0,1,0
13525,Neutral,0,0,1
13526,Neutral,0,0,2
13527,Neutral,0,0,1
13528,Neutral,0,0,1
13529,Neutral,0,0,1
13530,Positive,1,0,1
13531,Positive,1,0,1
13532,Negative,0,1,1
13533,Negative,0,1,1
13534,Neutral,0,0,1
13535,Neutral,0,0,1
13536,Neutral,0,0,1
13537,Neutral,0,0,3
13538,Negative,0,2,0
13539,Negative,0,1,0
13540,Neutral,0,0,1
13541,Negative,0,1,1
13542,Neutral,0,0,4
13543,Neutral,0,0,1
13544,Neutral,0,0,1
13545,Negative,0,1,2
13546,Negative,0,1,1
13547,Negative,0,1,0
13548,Positive,1,0,3
13549,Neutral,0,0,1
13550,Neutral,0,0,1
13551,Neutral,0,0,1
13552,Neutral,0,0,1
13553,Neutral,0,0,1
13554,Positive,1,0,3
13555,Negative,0,1,2
13556,Negative,0,2,2
13557,Negative,0,1,2
13558,Negative,0,1,2
13559,Neutral,0,0,1
13560,Neutral,0,0,1
13561,Positive,1,0,1
13562,Positive,1,0,0
13563,Neutral,0,0,1
13564,Negative,0,2,1
13565,Negative,0,1,2
13566,Neutral,0,0,1
13567,Neutral,0,0,1
13568,Neutral,0,0,1
13569,Neutral,0,0,1
13570,Positive,2,0,0
13571,Neutral,0,0,3
13572,Neutral,0,0,1
13573,Negative,0,2,3
13574,Neutral,0,0,1
13575,Positive,2,0,0
13576,Positive,1,0,1
13577,Negative,0,1,0
13578,Mixed,1,1,2
13579,Neutral,0,0,1
13580,Positive,2,0,3
13581,Positive,1,0,0
13582,Positive,1,0,0
13583,Neutral,0,0,1
13584,Negative,0,1,0
13585,Neutral,0,0,1
13586,Neutral,0,0,1
13587,Neutral,0,0,1
13588,Negative,0,1,1
13589,Negative,0,1,1
13590,Neutral,0,0,3
13591,Negative,0,1,0
13592,Negative,0,1,0
13593,Negative,0,2,1
13594,Mixed,2,1,1
13595,Neutral,0,0,1
13596,Neutral,0,0,1
13597,Negative,0,1,1
13598,Neutral,0,0,3
13599,Negative,0,1,0
13600,Neutral,0,0,1
13601,Neutral,0,0,3
13602,Positive,2,0,0
13603,Mixed,2,1,0
13604,Negative,0,1,1
13605,Positive,3,0,0
13606,Negative,0,1,0
13607,Neutral,0,0,2
13608,Neutral,0,0,2
13609,Neutral,0,0,1
13610,Neutral,0,0,1
13611,Mixed,1,1,1
13612,Neutral,0,0,1
13613,Negative,0,1,1
13614,Positive,1,0,3
13615,Positive,1,0,1
13616,Neutral,0,0,1
13617,Positive,1,0,1
13618,Neutral,0,0,1
13619,Neutral,0,0,1
13620,Negative,0,1,1
13621,Positive,2,0,2
13622,Positive,1,0,0
13623,Mixed,1,1,1
13624,Positive,3,0,1
13625,Neutral,0,0,1
13626,Neutral,0,0,1
13627,Neutral,0,0,1
13628,Mixed,1,1,2
13629,Positive,1,0,0
13630,Neutral,0,0,3
13631,Negative,0,1,1
13632,Neutral,0,0,1
13633,Neutral,0,0,1
13634,Positive,1,0,0
13635,Positive,1,0,0
13636,Negative,0,1,2
13637,Neutral,0,0,1
13638,Neutral,0,0,1
13639,Positive,2,0,0
13640,Neutral,0,0,1
13641,Neutral,0,0,1
13642,Neutral,0,0,1
13643,Neutral,0,0,4
13644,Mixed,1,1,1
13645,Neutral,0,0,1
13646,Neutral,0,0,3
13647,Mixed,1,1,0
13648,Negative,0,1,0
13649,Neutral,0,0,1
13650,Negative,0,1,0
13651,Negative,0,1,0
13652,Neutral,0,0,1
13653,Neutral,0,0,1
13654,Positive,1,0,0
13655,Positive,1,0,0
13656,Positive,1,0,2
13657,Neutral,0,0,1
13658,Neutral,0,0,1
13659,Positive,2,0,6
13660,Neutral,0,0,1
13661,Neutral,0,0,1
13662,Neutral,0,0,1
13663,Neutral,0,0,1
13664,Neutral,0,0,1
13665,Neutral,0,0,1
13666,Neutral,0,0,2
13667,Negative,0,1,0
13668,Neutral,0,0,3
13669,Neutral,0,0,4
13670,Negative,0,1,1
13671,Neutral,0,0,1
13672,Negative,0,1,1
13673,Negative,0,1,2
13674,Neutral,0,0,1
13675,Neutral,0,0,1
13676,Positive,1,0,0
13677,Neutral,0,0,2
13678,Neutral,0,0,1
13679,Neutral,0,0,1
13680,Neutral,0,0,1
13681,Positive,1,0,1
13682,Negative,0,1,1
13683,Neutral,0,0,1
13684,Neutral,0,0,1
13685,Neutral,0,0,1
13686,Negative,0,1,0
13687,Neutral,0,0,1
13688,Neutral,0,0,1
13689,Neutral,0,0,1
13690,Neutral,0,0,1
13691,Neutral,0,0,1
13692,Neutral,0,0,1
13693,Negative,0,2,2
13694,Positive,1,0,4
13695,Neutral,0,0,1
13696,Neutral,0,0,1
13697,Neutral,0,0,1
13698,Neutral,0,0,1
13699,Neutral,0,0,3
13700,Mixed,1,2,0
13701,Negative,0,1,1
13702,Negative,0,1,1
13703,Neutral,0,0,1
13704,Negative,0,1,0
13705,Negative,0,1,2
13706,Neutral,0,0,1
13707,Negative,0,1,0
13708,Negative,0,1,1
13709,Positive,1,0,0
13710,Neutral,0,0,2
13711,Neutral,0,0,1
13712,Positive,1,0,0
13713,Positive,1,0,0
13714,Positive,1,0,0
13715,Positive,1,0,0
13716,Positive,1,0,0
13717,Positive,1,0,0
13718,Negative,0,1,0
13719,Negative,0,1,1
13720,Neutral,0,0,4
13721,Mixed,1,1,0
13722,Neutral,0,0,1
13723,Negative,0,1,0
13724,Positive,1,0,1
13725,Mixed,1,1,0
13726,Negative,0,1,1
13727,Positive,3,0,0
13728,Positive,1,0,2
13729,Mixed,1,1,1
13730,Mixed,2,1,3
13731,Positive,1,0,1
13732,Negative,0,1,1
13733,Mixed,1,1,0
13734,Neutral,0,0,2
13735,Neutral,0,0,3
13736,Positive,2,0,0
13737,Negative,0,1,1
13738,Neutral,0,0,2
13739,Negative,0,1,2
13740,Neutral,0,0,2
13741,Negative,0,1,1
13742,Mixed,1,1,0
13743,Negative,0,3,2
13744,Positive,1,0,1
13745,Negative,0,2,0
13746,Neutral,0,0,1
13747,Negative,0,2,2
13748,Positive,1,0,1
13749,Positive,1,0,1
13750,Negative,0,1,1
13751,Negative,0,1,2
13752,Mixed,1,1,1
13753,Negative,0,2,0
13754,Neutral,0,0,1
13755,Neutral,0,0,1
13756,Mixed,1,1,0
13757,Neutral,0,0,1
13758,Neutral,0,0,1
13759,Neutral,0,0,2
13760,Positive,1,0,0
13761,Neutral,0,0,1
13762,Neutral,0,0,1
13763,Positive,1,0,2
13764,Neutral,0,0,1
13765,Positive,1,0,1
13766,Neutral,0,0,1
13767,Neutral,0,0,2
13768,Neutral,0,0,1
13769,Neutral,0,0,1
13770,Neutral,0,0,1
13771,Neutral,0,0,1
13772,Neutral,0,0,1
13773,Neutral,0,0,1
13774,Neutral,0,0,3
13775,Negative,0,1,0
13776,Neutral,0,0,1
13777,Neutral,0,0,1
13778,Positive,1,0,0
13779,Neutral,0,0,2
13780,Neutral,0,0,1
13781,Neutral,0,0,2
13782,Neutral,0,0,1
13783,Neutral,0,0,1
